config,seed,realized_sd_mean,real_mu_openness,real_sd_openness,real_mu_conscientiousness,real_sd_conscientiousness,real_mu_extraversion,real_sd_extraversion,real_mu_agreeableness,real_sd_agreeableness,real_mu_neuroticism,real_sd_neuroticism
abpr_e1_openness_high,6,0.14515395035943338,0.7497680987667908,0.13092923516770805,0.4805801260659503,0.16367765745154414,0.49647023692688713,0.14720772130131793,0.5214845763240669,0.14262182066713347,0.5012112232229173,0.14133331720946335
abpr_e1_openness_high,7,0.13792987168027313,0.7566290940662541,0.12469523196711665,0.4794369905424448,0.14687008038398106,0.4801940285686882,0.1381707724215473,0.47574360386296377,0.1374697939987181,0.4968389150152571,0.14244347963000265
abpr_e1_openness_high,8,0.14141758734896626,0.7820400286384139,0.12435463972022492,0.4882016449243665,0.13131727105271465,0.5194814044857825,0.1519831067957351,0.4997232361515183,0.14047221835661514,0.49898886344390886,0.15896070081954158
abpr_e2_diverse,1,0.20622248017567038,0.47233895207128707,0.20789111848306668,0.5045568924225852,0.20021448241566073,0.5040791429073455,0.21445039089413248,0.47191616857783325,0.21422738094510912,0.49759041969057544,0.19432902814038291
abpr_e2_diverse,2,0.22128363174811966,0.5080081422811729,0.20920534208804523,0.4666539423795899,0.21192617729953225,0.4701069200326866,0.24040843766265924,0.48168424575374524,0.22663238544955744,0.5002392077756086,0.21824581624080436
abpr_e2_diverse,3,0.2137886705309396,0.5092954648430856,0.20968256092114046,0.5366835196054005,0.21507656404956887,0.5391851954969347,0.22374368073805664,0.5023124772294068,0.2082766925521471,0.5127780735240084,0.21216385439378513
abpr_e2_diverse,4,0.2091129748577189,0.49343336227351314,0.18460668274500874,0.5325850958625569,0.2064299141133254,0.49687821571689716,0.21411490050233148,0.5046770871328924,0.21686350966174014,0.4867917719665478,0.22354986726618864
abpr_e2_diverse,5,0.22164386826110535,0.487742987638804,0.22770165472986326,0.4960739380547571,0.23633916714482156,0.4670903929805382,0.20388527951285745,0.49944548876293104,0.22006130132723759,0.5125810600496948,0.22023193859074688
abpr_e2_diverse,6,0.22088183323565141,0.4556755149616673,0.23164194854927553,0.47198873061152113,0.22278490250509783,0.5171403169007605,0.2216801234221877,0.5174507432815454,0.21139042405748376,0.49609303341574273,0.2169117676442124
abpr_e2_diverse,7,0.21277856645077015,0.44563018868263454,0.20569012716009652,0.4717258134882078,0.2219796015769423,0.482642861667703,0.2148658351281207,0.46588075267811696,0.20773611793644597,0.48138138353916127,0.2136211504522451
abpr_e2_diverse,8,0.22126248033304258,0.5077408405635693,0.22515671188190847,0.4578432487746282,0.2087704221549629,0.5100216258945199,0.23225511396274567,0.5087186086566562,0.22787285014117253,0.49534432592141064,0.21225730352442335
abpr_e2_homog,1,0.04532634873463552,0.4987237663611996,0.04550979066971008,0.5004938699348574,0.04087199692620711,0.49398833073096016,0.044262808672884714,0.49453418220870965,0.052886705334221115,0.50332527101874,0.0431004420701546
abpr_e2_homog,2,0.050378024593906126,0.5005719427425628,0.04790333941139677,0.5000598215993107,0.05339310716147215,0.49823656363560076,0.04944230877252749,0.48850003746061144,0.051897613392319304,0.49927706717312986,0.04925375423181492
abpr_e2_homog,3,0.049702406165801044,0.5037637447644184,0.04652038056544914,0.4973421275437926,0.05337668653300557,0.5097993851247157,0.05198488082014093,0.49978164757470755,0.0435892897172274,0.5030618271234317,0.05304079319318219
abpr_e2_homog,4,0.05016609837098214,0.49529166153348136,0.048869878640021555,0.503226704558193,0.04830558128424725,0.5034966315377184,0.046633108181281455,0.5043191375026911,0.05261763596913862,0.49459004769625,0.05440428778022178
